# nlmax, ncor, nside =         500           6        1024
    0   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    1   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    2   0.0000000000000000E+00  0.1344870523455206E-02  0.8506280307733647E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.1695856048607255E-07
    3   0.0000000000000000E+00  0.1345677983727961E-02  0.8504930046758296E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.8400166386815550E-07
    4   0.0000000000000000E+00  0.1346725805996731E-02  0.8502893591242377E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.2488709366894307E-06
    5   0.0000000000000000E+00  0.1347988520327590E-02  0.8499963976317791E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.5716711617978208E-06
    6   0.0000000000000000E+00  0.1349433303861525E-02  0.8495876851315276E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.1122004339411153E-05
    7   0.0000000000000000E+00  0.1351019306315244E-02  0.8490306707993949E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.1975601793072219E-05
    8   0.0000000000000000E+00  0.1352696851252197E-02  0.8482862528777437E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.3210586109527198E-05
    9   0.0000000000000000E+00  0.1354406497639227E-02  0.8473082821760952E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.4903510248023075E-05
   10   0.0000000000000000E+00  0.1356077969487901E-02  0.8460430172080320E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.7125331348191783E-05
   11   0.0000000000000000E+00  0.1357628970794307E-02  0.8444285515512875E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.9937481188475270E-05
   12   0.0000000000000000E+00  0.1358963909480481E-02  0.8423942399188931E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.1338819364851490E-04
   13   0.0000000000000000E+00  0.1359972553454489E-02  0.8398601510682424E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.1750924170493290E-04
   14   0.0000000000000000E+00  0.1360528677650366E-02  0.8367365999014398E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.2231322288413224E-04
   15   0.0000000000000000E+00  0.1360488781372617E-02  0.8329238253469218E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.2779151300143873E-04
   16   0.0000000000000000E+00  0.1359690965241042E-02  0.8283118878508087E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.3391298362216631E-04
   17   0.0000000000000000E+00  0.1357954118486592E-02  0.8227808981332246E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.4062355076909268E-04
   18   0.0000000000000000E+00  0.1355077588713467E-02  0.8162017000032966E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.4784659079912174E-04
   19   0.0000000000000000E+00  0.1350841560092387E-02  0.8084371583984164E-03  0.0000000000000000E+00  0.0000000000000000E+00 -0.5548422612530776E-04
