# nlmax, ncor, nside =         500           6         512
    0   0.4587061918609834E+04  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    1   0.1313874777019444E+03  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    2   0.3325799488376587E+03  0.1848663825375243E-01  0.9020935758588287E-03  0.4465524361034163E+00 -0.2691125752883120E+00 -0.6521807756989739E-03
    3   0.4867810891665138E+03  0.1333894719796920E-01  0.5869805241424369E-03  0.2027828158366292E+01 -0.2364524916904625E+00 -0.1746284845331814E-02
    4   0.1881010662455818E+03  0.8342452336996691E-02  0.4025892490681763E-03  0.6781664133403410E+00 -0.7913389788511796E-01 -0.7665685399352510E-03
    5   0.1006070399436136E+03  0.1787618260310609E-02  0.7314332590359686E-04  0.1812797165931100E+00 -0.8853633166154307E-02  0.7217808564961414E-05
    6   0.7577223084080364E+02  0.6996369333994537E-03  0.1633250864301152E-03  0.6062678874371947E-01 -0.2911583821923360E-01 -0.7310157355599903E-04
    7   0.2971382144369788E+02  0.3949372382331425E-03  0.8058041810092044E-04  0.2773228749377346E-01  0.1686242599462443E-02 -0.7961603160408807E-04
    8   0.3469635080179296E+02  0.3069378764331128E-03  0.4003537236835349E-04  0.5946383017190351E-01 -0.5466836674927615E-02  0.6688952739563298E-05
    9   0.2656254135859099E+02  0.1566147582541476E-03  0.4915957670971605E-04 -0.1066657215179172E-01  0.7080062761871197E-02  0.1180503722265482E-05
   10   0.3174584180610768E+02  0.3374504314712176E-03  0.4630038817938358E-04  0.4919685106086630E-01 -0.1056062951741146E-01 -0.1767153650878374E-04
   11   0.3657158122217808E+02  0.1597213328996280E-03  0.3411309570556839E-04  0.5953168517486538E-01  0.2009229067388674E-02  0.1854653550762020E-04
   12   0.2744859556813401E+02  0.1392082601129857E-03  0.7481134055214788E-04  0.4170337256145509E-01 -0.5088812603646273E-02 -0.7175615928102128E-05
   13   0.2325143370399278E+02  0.7937344125702862E-04  0.2469925390311775E-04  0.2184789763413687E-01  0.7616140971380788E-02  0.1480125210083747E-04
   14   0.2503004641244022E+02  0.9316320528000364E-04  0.3707237788347917E-04  0.2410411097787722E-01  0.6743078678649149E-02  0.1291368329765713E-04
   15   0.1008706292239712E+02  0.1265845131739102E-03  0.2629753427561703E-04  0.1095288886045489E-01 -0.3002342598116223E-02  0.1223209720116549E-04
   16   0.2192511176160869E+02  0.1041209092640007E-03  0.5565579931375956E-04  0.2603446525449584E-01  0.7402139976037228E-02 -0.1127216558962624E-04
   17   0.1946905457199611E+02  0.7732325039890905E-04  0.4695426817365313E-04  0.1463581303293892E-01 -0.6348921821684449E-02  0.5289786873177688E-05
   18   0.1326872261045815E+02  0.1156691193278383E-03  0.3502069169053022E-04  0.1710372614813927E-01 -0.3590359200504207E-02 -0.1517476254410049E-05
   19   0.1669346165069473E+02  0.1229450783899898E-03  0.3245515953090590E-04  0.1868980627184101E-01  0.1024627618538499E-02  0.1190675749811633E-05
   20   0.6114853557792443E+01  0.1366318120490011E-03  0.4013410860211868E-04  0.8399102558784542E-02  0.1264776054717903E-02 -0.6931866198848874E-05
   21   0.1099383555762125E+02  0.1268429035561916E-03  0.4041234261822844E-04  0.1719859082875566E-01 -0.5151425907435227E-03 -0.1012827755795950E-04
   22   0.8631688141082307E+01  0.1111876324928268E-03  0.2632987559930631E-04  0.6019125184294548E-02 -0.1101830884552002E-02  0.7150271828767935E-05
   23   0.6555990822763476E+01  0.1114816307116851E-03  0.2464810691719823E-04  0.1318340482983402E-01  0.1400165421246876E-02  0.4603322999145766E-05
   24   0.9449158971838768E+01  0.1466675295490362E-03  0.2911697818972232E-04  0.1438268023719534E-01 -0.2828268795212737E-02  0.1272544654235637E-05
   25   0.1164131755118698E+02  0.1346782650000403E-03  0.2915818169883292E-04  0.1354327003882211E-01 -0.4343652571827518E-02 -0.8053590954583246E-05
   26   0.6701033712280779E+01  0.1744436224817497E-03  0.3234688111079163E-04  0.1046649437087350E-01  0.1750309838203108E-02  0.6074660030007258E-05
   27   0.7132633550946264E+01  0.2271246086302245E-03  0.2544171064270618E-04  0.1526787710020438E-01  0.4493794880285285E-03  0.3210989679083474E-05
   28   0.7748184948386571E+01  0.1749089147577055E-03  0.4542231464102470E-04  0.1115868113002894E-01  0.1435765549083304E-02  0.1126199562783804E-04
   29   0.6275056037666916E+01  0.1009738363135129E-03  0.2488682226505318E-04  0.1198008359757550E-01  0.1673783345541843E-02  0.1573345188484031E-05
   30   0.8964551562451584E+01  0.1913924758426366E-03  0.4369225225166450E-04  0.7292089646510954E-02  0.4545344077841558E-03  0.7158970709368807E-05
   31   0.7954266083917564E+01  0.2982778867205769E-03  0.3346813016011841E-04  0.8320703058754533E-02 -0.1197785588213026E-02 -0.2263945294954921E-04
   32   0.5553845270889221E+01  0.2563777010110868E-03  0.3586802981543905E-04  0.9813285567756241E-02  0.7615753178150183E-03 -0.1577819706547945E-04
