# nlmax, ncor, nside =         500           6         512
    0   0.1312821843345431E+04  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    1   0.3496050012451534E+02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    2   0.1627676306628368E+03  0.9715585124091935E-02  0.7751320454275097E-03 -0.5686794686297318E+00 -0.2040015771925635E+00 -0.2845776523744140E-03
    3   0.5960926591786504E+03  0.1735896465628733E-01  0.4815453842493003E-03  0.2638743551242583E+01  0.4525300931777793E-01 -0.5318136285728153E-04
    4   0.1894143012428995E+03  0.7083141070344741E-02  0.9143236313307368E-03  0.9211800947171275E+00 -0.2014931482489059E+00 -0.1400341791536394E-02
    5   0.5128380178504420E+02  0.1545341686528411E-02  0.2466974363447878E-03  0.5726724644605910E-01 -0.1837640444206648E-01  0.1133235343619817E-03
    6   0.4385650625812134E+02  0.1487452773915282E-02  0.1089115277518431E-03  0.1141414781137304E+00  0.2885485829718352E-01  0.1945773803741032E-03
    7   0.7220387699856721E+02  0.2500487953244338E-03  0.3193857642130559E-03  0.4929419258296897E-01 -0.1139315469427748E-01 -0.4048493531357160E-04
    8   0.4297603912520407E+02  0.3038426348165352E-03  0.2274604691561158E-03  0.6007302601779784E-01 -0.1336055091489971E-01 -0.1116853829090516E-05
    9   0.3668594962729053E+02  0.2285998572646301E-03  0.1942852415374644E-03  0.1199590855910680E-02  0.1429788366560683E-01 -0.1529189250139363E-04
   10   0.2983631998168104E+02  0.2702034389937911E-03  0.1681739012911654E-03  0.3755287844489036E-01 -0.1826273453097040E-01 -0.7288250141877938E-04
   11   0.3612235750178856E+02  0.4726770376821432E-03  0.1085788586490094E-03  0.9133923544374724E-01  0.1034978067213337E-01  0.5772173592195639E-04
   12   0.2518813751453385E+02  0.3650187083405478E-03  0.1468086219753145E-03 -0.1545353658527111E-02  0.3411805157065206E-02  0.8213710316802519E-04
   13   0.1913683291207916E+02  0.1618398168469700E-03  0.1320660274365506E-03  0.7572797584096390E-02  0.5027242566882119E-02  0.2259812163665412E-04
   14   0.3331684704512889E+02  0.3037765167818851E-03  0.1912266156556746E-03  0.4188882363962006E-01  0.1875971773985475E-02 -0.4837509864933408E-04
   15   0.2131503693799748E+02  0.1976217147714161E-03  0.1817007431463307E-03  0.1972496148795674E-01  0.1873607744439870E-01 -0.4167223557906854E-05
   16   0.1427554222698314E+02  0.1311168657359088E-03  0.1187958000849562E-03  0.7477411158232783E-02  0.8581807360873552E-02 -0.1165141865700621E-04
   17   0.1865189375745877E+02  0.1901299413598577E-03  0.1698890722466454E-03  0.2793479611399490E-01  0.1171107218841495E-01  0.1276983628704138E-04
   18   0.1290724100996129E+02  0.2577982196562636E-03  0.1575891414570776E-03  0.1986759935047383E-01  0.1118183717776678E-01  0.9214343904419855E-04
   19   0.1190987525093548E+02  0.2510475968360878E-03  0.1064460565645742E-03  0.2151830203969515E-01 -0.3098398604245236E-02 -0.2293136652683258E-04
   20   0.9688571560322305E+01  0.1670449020968860E-03  0.1876296786746024E-03  0.5549067689475901E-02  0.1401671581967547E-02 -0.1565812475867116E-05
   21   0.1204777221488701E+02  0.2521713191249013E-03  0.1460138439003724E-03  0.2135425443251816E-01 -0.5285673774994446E-02  0.1119259968177129E-04
   22   0.8129781946550009E+01  0.2569256836071351E-03  0.1556874401931466E-03  0.1541640294892701E-01  0.2424735103847661E-02 -0.2041068644989693E-04
   23   0.1224817767661233E+02  0.2117408158270871E-03  0.1337589939925036E-03  0.1357692549476348E-01  0.5240870369632528E-02 -0.3700408498630565E-05
   24   0.1080068671711149E+02  0.2178045090942962E-03  0.9433952273747941E-04  0.1135364368991696E-01 -0.6501369031702123E-02 -0.1328432355987552E-04
   25   0.5665041805310309E+01  0.1952878909249938E-03  0.1013054328584977E-03  0.5848517123971171E-02 -0.2536355069161822E-02  0.3425614989363244E-04
   26   0.9993990226505845E+01  0.1990987594617985E-03  0.1147336715133213E-03  0.1297280981393605E-01 -0.3736281416711196E-02 -0.1117912654001549E-04
   27   0.8034292556357496E+01  0.3560645455792045E-03  0.1388795969998499E-03  0.5956675791476566E-02  0.1829117296931237E-02 -0.5617234189182749E-05
   28   0.5136351440479189E+01  0.2971173419865652E-03  0.1325252151433753E-03  0.1024262969758963E-01 -0.1988496144661777E-03 -0.1530254268828364E-04
   29   0.9124332846641174E+01  0.3062952735682517E-03  0.1388941074855019E-03  0.1423029474387814E-01 -0.2008972231019019E-02 -0.2581681802591541E-05
   30   0.7317448510546156E+01  0.2421108116071755E-03  0.1339425290667032E-03  0.9381931833047360E-02  0.8902408266587543E-02  0.1519789168708614E-04
   31   0.6375732921699488E+01  0.2910755764546326E-03  0.1296786854709618E-03 -0.5561227923557784E-03 -0.1505017409255606E-02 -0.1133712764352027E-04
